x,y,z
606702.5032791668,510003.5926223404,1084.668701171875
606752.571350463,510003.5926223404,1083.91748046875
606802.6394217593,510003.5926223404,1082.3023681640625
606852.7074930556,510003.5926223404,1080.0965576171875
606902.7755643519,510003.5926223404,1078.3707275390625
606952.8436356481,510003.5926223404,1077.1116943359375
607002.9117069445,510003.5926223404,1075.593505859375
607052.9797782408,510003.5926223404,1074.72998046875
607103.0478495371,510003.5926223404,1074.1712646484375
607153.1159208333,510003.5926223404,1073.0845947265625
607203.1839921296,510003.5926223404,1071.732421875
607253.252063426,510003.5926223404,1069.212158203125
607303.3201347223,510003.5926223404,1065.38427734375
607353.3882060186,510003.5926223404,1062.4810791015625
607403.4562773148,510003.5926223404,1059.6292724609375
607453.5243486111,510003.5926223404,1056.6632080078125
607503.5924199075,510003.5926223404,1054.299072265625
607553.6604912038,510003.5926223404,1052.6629638671875
607603.7285625001,510003.5926223404,1052.1807861328125
607653.7966337963,510003.5926223404,1050.99072265625
607703.8647050926,510003.5926223404,1050.3583984375
607753.932776389,510003.5926223404,1050.13037109375
607804.0008476853,510003.5926223404,1048.0806884765625
607854.0689189815,510003.5926223404,1046.72216796875
607904.1369902778,510003.5926223404,1046.0916748046875
607954.2050615741,510003.5926223404,1045.786376953125
608004.2731328704,510003.5926223404,1043.744140625
608054.3412041666,510003.5926223404,1041.9267578125
608104.409275463,510003.5926223404,1039.6866455078125
608154.4773467593,510003.5926223404,1036.4647216796875
608204.5454180556,510003.5926223404,1034.4417724609375
608254.6134893519,510003.5926223404,1033.3133544921875
608304.6815606481,510003.5926223404,1032.432373046875
608354.7496319445,510003.5926223404,1031.69189453125
608404.8177032408,510003.5926223404,1031.250732421875
608454.8857745371,510003.5926223404,1031.0357666015625
608504.9538458334,510003.5926223404,1031.082275390625
608555.0219171296,510003.5926223404,1030.7593994140625
608605.089988426,510003.5926223404,1029.1959228515625
608655.1580597223,510003.5926223404,1027.870361328125
608705.2261310186,510003.5926223404,1025.9759521484375
608755.2942023148,510003.5926223404,1023.4683837890625
608805.3622736111,510003.5926223404,1022.8176879882812
608855.4303449075,510003.5926223404,1022.5450439453125
608905.4984162038,510003.5926223404,1022.823974609375
608955.5664875,510003.5926223404,1023.0718383789062
609005.6345587963,510003.5926223404,1021.7988891601562
609055.7026300926,510003.5926223404,1020.862060546875
609105.770701389,510003.5926223404,1019.9694213867188
609155.8387726853,510003.5926223404,1020.158935546875
609205.9068439815,510003.5926223404,1019.6248168945312
609255.9749152778,510003.5926223404,1018.3427124023438
609306.0429865741,510003.5926223404,1017.357421875
609356.1110578704,510003.5926223404,1015.7039184570312
609406.1791291668,510003.5926223404,1011.3610229492188
609456.247200463,510003.5926223404,1007.16552734375
609506.3152717593,510003.5926223404,1007.6644897460938
609556.3833430556,510003.5926223404,1012.6275634765625
609606.4514143519,510003.5926223404,1022.8574829101562
609656.5194856481,510003.5926223404,1026.59326171875
609706.5875569445,510003.5926223404,1026.820556640625
609756.6556282408,510003.5926223404,1026.8397216796875
609806.7236995371,510003.5926223404,1026.8487548828125
609856.7917708333,510003.5926223404,1027.9114990234375
609906.8598421296,510003.5926223404,1039.9334716796875
609956.927913426,510003.5926223404,1047.1795654296875
610006.9959847223,510003.5926223404,1033.5780029296875
610057.0640560186,510003.5926223404,1024.124267578125
610107.1321273148,510003.5926223404,1011.6776733398438
610157.2001986111,510003.5926223404,1012.5108032226562
610207.2682699075,510003.5926223404,1013.590087890625
610257.3363412038,510003.5926223404,1004.1575927734375
610307.4044125001,510003.5926223404,989.6261596679688
610357.4724837963,510003.5926223404,976.5289916992188
610407.5405550926,510003.5926223404,979.516845703125
610457.608626389,510003.5926223404,985.3703002929688
610507.6766976853,510003.5926223404,970.4107666015625
610557.7447689815,510003.5926223404,944.6614379882812
610607.8128402778,510003.5926223404,922.5599365234375
610657.8809115741,510003.5926223404,911.4031372070312
610707.9489828704,510003.5926223404,910.6343994140625
610758.0170541666,510003.5926223404,910.3416748046875
610808.085125463,510003.5926223404,909.5778198242188
610858.1531967593,510003.5926223404,909.6185302734375
610908.2212680556,510003.5926223404,909.8636474609375
610958.2893393519,510003.5926223404,909.1407470703125
611008.3574106481,510003.5926223404,909.2095336914062
611058.4254819445,510003.5926223404,911.7297973632812
611108.4935532408,510003.5926223404,912.407470703125
611158.5616245371,510003.5926223404,912.5565795898438
611208.6296958334,510003.5926223404,912.41357421875
611258.6977671296,510003.5926223404,911.1034545898438
611308.765838426,510003.5926223404,909.6572875976562
611358.8339097223,510003.5926223404,908.10205078125
611408.9019810186,510003.5926223404,904.2845458984375
611458.9700523148,510003.5926223404,899.6897583007812
611509.0381236111,510003.5926223404,896.7822875976562
611559.1061949075,510003.5926223404,894.786376953125
611609.1742662038,510003.5926223404,892.7428588867188
611659.2423375,510003.5926223404,890.9537963867188
611709.3104087963,510003.5926223404,889.4871215820312
611759.3784800926,510003.5926223404,888.7307739257812
611809.446551389,510003.5926223404,887.3902587890625
611859.5146226853,510003.5926223404,885.3310546875
611909.5826939815,510003.5926223404,881.1636352539062
611959.6507652778,510003.5926223404,878.2605590820312
612009.7188365741,510003.5926223404,876.891357421875
612059.7869078704,510003.5926223404,875.859619140625
612109.8549791668,510003.5926223404,874.5457153320312
612159.923050463,510003.5926223404,871.82421875
612209.9911217593,510003.5926223404,869.6248168945312
612260.0591930556,510003.5926223404,867.9932250976562
612310.1272643519,510003.5926223404,866.5805053710938
601545.4919356481,509953.5454670213,1362.5426025390625
601595.5600069445,509953.5454670213,1356.0911865234375
601645.6280782408,509953.5454670213,1349.3516845703125
601695.6961495371,509953.5454670213,1347.1990966796875
601745.7642208333,509953.5454670213,1340.974853515625
601795.8322921296,509953.5454670213,1339.0338134765625
601845.900363426,509953.5454670213,1336.932861328125
601895.9684347223,509953.5454670213,1319.1925048828125
601946.0365060186,509953.5454670213,1301.821044921875
601996.1045773148,509953.5454670213,1287.265869140625
602046.1726486111,509953.5454670213,1269.4151611328125
602096.2407199075,509953.5454670213,1255.3631591796875
602146.3087912038,509953.5454670213,1247.135986328125
602196.3768625001,509953.5454670213,1243.4066162109375
602246.4449337963,509953.5454670213,1241.6610107421875
602296.5130050926,509953.5454670213,1242.06005859375
602346.581076389,509953.5454670213,1245.49169921875
602396.6491476853,509953.5454670213,1246.0682373046875
602446.7172189815,509953.5454670213,1240.9949951171875
602496.7852902778,509953.5454670213,1230.9007568359375
602546.8533615741,509953.5454670213,1212.162109375
602596.9214328704,509953.5454670213,1198.6552734375
602646.9895041666,509953.5454670213,1191.383056640625
602697.057575463,509953.5454670213,1185.8046875
602747.1256467593,509953.5454670213,1182.3310546875
602797.1937180556,509953.5454670213,1179.4649658203125
602847.2617893519,509953.5454670213,1175.8953857421875
602897.3298606481,509953.5454670213,1172.1851806640625
602947.3979319445,509953.5454670213,1169.3116455078125
602997.4660032408,509953.5454670213,1167.512451171875
603047.5340745371,509953.5454670213,1166.5433349609375
603097.6021458334,509953.5454670213,1165.3834228515625
603147.6702171296,509953.5454670213,1163.044189453125
603197.738288426,509953.5454670213,1160.826416015625
603247.8063597223,509953.5454670213,1157.709228515625
603297.8744310186,509953.5454670213,1154.1417236328125
603347.9425023148,509953.5454670213,1152.0068359375
603398.0105736111,509953.5454670213,1150.6009521484375
603448.0786449075,509953.5454670213,1149.053955078125
603498.1467162038,509953.5454670213,1147.9991455078125
603548.2147875,509953.5454670213,1147.3934326171875
603598.2828587963,509953.5454670213,1146.318115234375
603648.3509300926,509953.5454670213,1145.625
603698.419001389,509953.5454670213,1145.128662109375
603748.4870726853,509953.5454670213,1143.701416015625
603798.5551439815,509953.5454670213,1143.2760009765625
603848.6232152778,509953.5454670213,1142.821533203125
603898.6912865741,509953.5454670213,1142.56640625
603948.7593578704,509953.5454670213,1142.068603515625
603998.8274291668,509953.5454670213,1141.0819091796875
604048.895500463,509953.5454670213,1139.8050537109375
604098.9635717593,509953.5454670213,1138.703857421875
604149.0316430556,509953.5454670213,1137.4283447265625
604199.0997143519,509953.5454670213,1136.88037109375
604249.1677856481,509953.5454670213,1136.4970703125
604299.2358569445,509953.5454670213,1136.6239013671875
604349.3039282408,509953.5454670213,1136.5113525390625
604399.3719995371,509953.5454670213,1135.931396484375
604449.4400708333,509953.5454670213,1135.8941650390625
604499.5081421296,509953.5454670213,1134.7257080078125
604549.576213426,509953.5454670213,1133.021728515625
604599.6442847223,509953.5454670213,1132.039794921875
604649.7123560186,509953.5454670213,1130.9630126953125
604699.7804273148,509953.5454670213,1130.30859375
604749.8484986111,509953.5454670213,1129.3677978515625
604799.9165699075,509953.5454670213,1128.11767578125
604849.9846412038,509953.5454670213,1126.8162841796875
604900.0527125001,509953.5454670213,1123.14306640625
604950.1207837963,509953.5454670213,1122.3209228515625
605000.1888550926,509953.5454670213,1122.414306640625
605050.256926389,509953.5454670213,1122.4127197265625
605100.3249976853,509953.5454670213,1121.7401123046875
605150.3930689815,509953.5454670213,1121.051513671875
605200.4611402778,509953.5454670213,1120.2474365234375
605250.5292115741,509953.5454670213,1119.28662109375
605300.5972828704,509953.5454670213,1118.5943603515625
605350.6653541666,509953.5454670213,1117.4761962890625
605400.733425463,509953.5454670213,1115.5877685546875
605450.8014967593,509953.5454670213,1114.395263671875
605500.8695680556,509953.5454670213,1113.3212890625
605550.9376393519,509953.5454670213,1112.0716552734375
605601.0057106481,509953.5454670213,1110.8565673828125
605651.0737819445,509953.5454670213,1109.672607421875
605701.1418532408,509953.5454670213,1108.314697265625
605751.2099245371,509953.5454670213,1106.2120361328125
605801.2779958334,509953.5454670213,1104.1722412109375
605851.3460671296,509953.5454670213,1102.4659423828125
605901.414138426,509953.5454670213,1101.3426513671875
605951.4822097223,509953.5454670213,1100.07958984375
606001.5502810186,509953.5454670213,1098.5262451171875
606051.6183523148,509953.5454670213,1097.44384765625
606101.6864236111,509953.5454670213,1096.3602294921875
606151.7544949075,509953.5454670213,1095.298828125
606201.8225662038,509953.5454670213,1094.6488037109375
606251.8906375,509953.5454670213,1093.9993896484375
606301.9587087963,509953.5454670213,1093.4560546875
606352.0267800926,509953.5454670213,1091.9923095703125
606402.094851389,509953.5454670213,1090.338623046875
606452.1629226853,509953.5454670213,1089.0430908203125
606502.2309939815,509953.5454670213,1087.7916259765625
606552.2990652778,509953.5454670213,1086.7122802734375
606602.3671365741,509953.5454670213,1085.1300048828125
606652.4352078704,509953.5454670213,1083.393310546875
606702.5032791668,509953.5454670213,1082.63427734375
606752.571350463,509953.5454670213,1082.236328125
606802.6394217593,509953.5454670213,1080.9013671875
606852.7074930556,509953.5454670213,1079.2236328125
606902.7755643519,509953.5454670213,1078.2789306640625
606952.8436356481,509953.5454670213,1076.7584228515625
607002.9117069445,509953.5454670213,1074.7828369140625
607052.9797782408,509953.5454670213,1073.669921875
607103.0478495371,509953.5454670213,1073.3568115234375
607153.1159208333,509953.5454670213,1072.5986328125
607203.1839921296,509953.5454670213,1071.0858154296875
607253.252063426,509953.5454670213,1068.817626953125
607303.3201347223,509953.5454670213,1065.497802734375
607353.3882060186,509953.5454670213,1063.69677734375
607403.4562773148,509953.5454670213,1061.6512451171875
607453.5243486111,509953.5454670213,1058.8382568359375
607503.5924199075,509953.5454670213,1056.369140625
607553.6604912038,509953.5454670213,1054.4970703125
607603.7285625001,509953.5454670213,1053.8277587890625
607653.7966337963,509953.5454670213,1052.596435546875
607703.8647050926,509953.5454670213,1051.9342041015625
607753.932776389,509953.5454670213,1051.809814453125
607804.0008476853,509953.5454670213,1051.3291015625
607854.0689189815,509953.5454670213,1051.2069091796875
607904.1369902778,509953.5454670213,1049.9039306640625
607954.2050615741,509953.5454670213,1047.0111083984375
608004.2731328704,509953.5454670213,1043.39306640625
608054.3412041666,509953.5454670213,1040.5235595703125
608104.409275463,509953.5454670213,1038.375732421875
608154.4773467593,509953.5454670213,1035.525146484375
608204.5454180556,509953.5454670213,1033.2967529296875
608254.6134893519,509953.5454670213,1031.9027099609375
608304.6815606481,509953.5454670213,1031.0499267578125
608354.7496319445,509953.5454670213,1031.19140625
608404.8177032408,509953.5454670213,1031.4239501953125
608454.8857745371,509953.5454670213,1030.3463134765625
608504.9538458334,509953.5454670213,1028.7786865234375
608555.0219171296,509953.5454670213,1028.531494140625
608605.089988426,509953.5454670213,1028.3369140625
608655.1580597223,509953.5454670213,1027.8802490234375
608705.2261310186,509953.5454670213,1026.5902099609375
608755.2942023148,509953.5454670213,1023.0347900390625
608805.3622736111,509953.5454670213,1022.3561401367188
608855.4303449075,509953.5454670213,1021.9122924804688
608905.4984162038,509953.5454670213,1021.5947265625
608955.5664875,509953.5454670213,1022.092041015625
609005.6345587963,509953.5454670213,1021.4898681640625
609055.7026300926,509953.5454670213,1020.2764282226562
609105.770701389,509953.5454670213,1019.6442260742188
609155.8387726853,509953.5454670213,1019.6614379882812
609205.9068439815,509953.5454670213,1019.3128051757812
609255.9749152778,509953.5454670213,1017.933837890625
609306.0429865741,509953.5454670213,1016.3677978515625
609356.1110578704,509953.5454670213,1015.1296997070312
609406.1791291668,509953.5454670213,1012.629150390625
609456.247200463,509953.5454670213,1008.3702392578125
609506.3152717593,509953.5454670213,1004.328369140625
609556.3833430556,509953.5454670213,1002.6871948242188
609606.4514143519,509953.5454670213,1007.910888671875
609656.5194856481,509953.5454670213,1024.622314453125
609706.5875569445,509953.5454670213,1027.9736328125
609756.6556282408,509953.5454670213,1028.171142578125
609806.7236995371,509953.5454670213,1028.4068603515625
609856.7917708333,509953.5454670213,1028.435791015625
609906.8598421296,509953.5454670213,1033.447998046875
609956.927913426,509953.5454670213,1035.4144287109375
610006.9959847223,509953.5454670213,1019.7684936523438
610057.0640560186,509953.5454670213,1008.3920288085938
610107.1321273148,509953.5454670213,1004.8954467773438
610157.2001986111,509953.5454670213,1013.6820068359375
610207.2682699075,509953.5454670213,1025.1849365234375
610257.3363412038,509953.5454670213,1014.231689453125
610307.4044125001,509953.5454670213,994.2877197265625
610357.4724837963,509953.5454670213,979.205322265625
610407.5405550926,509953.5454670213,974.0951538085938
610457.608626389,509953.5454670213,972.3977661132812
610507.6766976853,509953.5454670213,964.0303344726562
610557.7447689815,509953.5454670213,943.80615234375
610607.8128402778,509953.5454670213,922.76025390625
610657.8809115741,509953.5454670213,912.8433227539062
610707.9489828704,509953.5454670213,911.7914428710938
610758.0170541666,509953.5454670213,911.6760864257812
610808.085125463,509953.5454670213,911.7987060546875
610858.1531967593,509953.5454670213,911.2432250976562
610908.2212680556,509953.5454670213,911.2764892578125
610958.2893393519,509953.5454670213,912.31396484375
611008.3574106481,509953.5454670213,914.8612060546875
611058.4254819445,509953.5454670213,915.3869018554688
611108.4935532408,509953.5454670213,914.7362060546875
611158.5616245371,509953.5454670213,913.7446899414062
611208.6296958334,509953.5454670213,912.7110595703125
611258.6977671296,509953.5454670213,911.6353759765625
611308.765838426,509953.5454670213,910.3132934570312
611358.8339097223,509953.5454670213,908.7929077148438
611408.9019810186,509953.5454670213,904.7839965820312
611458.9700523148,509953.5454670213,900.3473510742188
611509.0381236111,509953.5454670213,898.062744140625
611559.1061949075,509953.5454670213,895.6669311523438
611609.1742662038,509953.5454670213,893.1405029296875
611659.2423375,509953.5454670213,890.6863403320312
611709.3104087963,509953.5454670213,888.522216796875
611759.3784800926,509953.5454670213,886.9931030273438
611809.446551389,509953.5454670213,885.2699584960938
611859.5146226853,509953.5454670213,882.9654541015625
611909.5826939815,509953.5454670213,880.30224609375
611959.6507652778,509953.5454670213,878.76123046875
612009.7188365741,509953.5454670213,878.014892578125
612059.7869078704,509953.5454670213,876.8927001953125
612109.8549791668,509953.5454670213,875.626708984375
612159.923050463,509953.5454670213,873.1727294921875
612209.9911217593,509953.5454670213,870.7944946289062
612260.0591930556,509953.5454670213,868.8557739257812
612310.1272643519,509953.5454670213,866.5890502929688
601545.4919356481,509903.4983117021,1358.510498046875
601595.5600069445,509903.4983117021,1351.728759765625
601645.6280782408,509903.4983117021,1347.43603515625
601695.6961495371,509903.4983117021,1345.6826171875
601745.7642208333,509903.4983117021,1334.825927734375
601795.8322921296,509903.4983117021,1323.8670654296875
601845.900363426,509903.4983117021,1309.4124755859375
601895.9684347223,509903.4983117021,1293.81591796875
601946.0365060186,509903.4983117021,1279.061767578125
601996.1045773148,509903.4983117021,1266.233154296875
602046.1726486111,509903.4983117021,1254.9287109375
602096.2407199075,509903.4983117021,1246.08251953125
602146.3087912038,509903.4983117021,1240.1807861328125
602196.3768625001,509903.4983117021,1236.995849609375
602246.4449337963,509903.4983117021,1235.667236328125
602296.5130050926,509903.4983117021,1236.257080078125
602346.581076389,509903.4983117021,1238.804931640625
602396.6491476853,509903.4983117021,1234.997314453125
602446.7172189815,509903.4983117021,1227.14306640625
602496.7852902778,509903.4983117021,1214.2872314453125
602546.8533615741,509903.4983117021,1200.39306640625
602596.9214328704,509903.4983117021,1194.0758056640625
602646.9895041666,509903.4983117021,1189.284912109375
602697.057575463,509903.4983117021,1185.0400390625
602747.1256467593,509903.4983117021,1182.1824951171875
602797.1937180556,509903.4983117021,1180.09228515625
602847.2617893519,509903.4983117021,1176.3724365234375
602897.3298606481,509903.4983117021,1173.198486328125
602947.3979319445,509903.4983117021,1170.447998046875
602997.4660032408,509903.4983117021,1169.1004638671875
603047.5340745371,509903.4983117021,1168.6051025390625
603097.6021458334,509903.4983117021,1166.5682373046875
603147.6702171296,509903.4983117021,1163.9874267578125
603197.738288426,509903.4983117021,1161.884521484375
603247.8063597223,509903.4983117021,1158.746826171875
603297.8744310186,509903.4983117021,1155.227783203125
603347.9425023148,509903.4983117021,1152.840576171875
603398.0105736111,509903.4983117021,1151.12060546875
603448.0786449075,509903.4983117021,1149.2852783203125
603498.1467162038,509903.4983117021,1148.343994140625
603548.2147875,509903.4983117021,1147.748291015625
603598.2828587963,509903.4983117021,1146.502685546875
603648.3509300926,509903.4983117021,1146.101318359375
603698.419001389,509903.4983117021,1145.60693359375
603748.4870726853,509903.4983117021,1144.7554931640625
603798.5551439815,509903.4983117021,1144.002197265625
603848.6232152778,509903.4983117021,1143.81884765625
603898.6912865741,509903.4983117021,1144.060791015625
603948.7593578704,509903.4983117021,1143.6263427734375
603998.8274291668,509903.4983117021,1142.680908203125
604048.895500463,509903.4983117021,1141.4571533203125
604098.9635717593,509903.4983117021,1140.3013916015625
604149.0316430556,509903.4983117021,1138.627685546875
604199.0997143519,509903.4983117021,1137.3201904296875
604249.1677856481,509903.4983117021,1137.3648681640625
604299.2358569445,509903.4983117021,1137.0869140625
604349.3039282408,509903.4983117021,1136.7174072265625
604399.3719995371,509903.4983117021,1136.341064453125
604449.4400708333,509903.4983117021,1136.06640625
604499.5081421296,509903.4983117021,1134.7733154296875
604549.576213426,509903.4983117021,1132.55810546875
604599.6442847223,509903.4983117021,1131.4244384765625
604649.7123560186,509903.4983117021,1130.844970703125
604699.7804273148,509903.4983117021,1130.2274169921875
604749.8484986111,509903.4983117021,1128.6458740234375
604799.9165699075,509903.4983117021,1126.6151123046875
604849.9846412038,509903.4983117021,1124.3392333984375
604900.0527125001,509903.4983117021,1122.1072998046875
604950.1207837963,509903.4983117021,1121.1578369140625
605000.1888550926,509903.4983117021,1121.3785400390625
605050.256926389,509903.4983117021,1121.4954833984375
605100.3249976853,509903.4983117021,1121.0675048828125
605150.3930689815,509903.4983117021,1120.460205078125
605200.4611402778,509903.4983117021,1119.834716796875
605250.5292115741,509903.4983117021,1119.1912841796875
605300.5972828704,509903.4983117021,1118.300537109375
605350.6653541666,509903.4983117021,1116.6185302734375
605400.733425463,509903.4983117021,1115.5469970703125
605450.8014967593,509903.4983117021,1114.5858154296875
605500.8695680556,509903.4983117021,1113.944580078125
605550.9376393519,509903.4983117021,1113.05810546875
605601.0057106481,509903.4983117021,1111.4874267578125
605651.0737819445,509903.4983117021,1109.7760009765625
605701.1418532408,509903.4983117021,1108.198486328125
605751.2099245371,509903.4983117021,1107.0994873046875
605801.2779958334,509903.4983117021,1105.25244140625
605851.3460671296,509903.4983117021,1102.474609375
605901.414138426,509903.4983117021,1100.5079345703125
605951.4822097223,509903.4983117021,1099.46533203125
606001.5502810186,509903.4983117021,1098.3995361328125
606051.6183523148,509903.4983117021,1097.44970703125
606101.6864236111,509903.4983117021,1095.8924560546875
606151.7544949075,509903.4983117021,1095.0894775390625
606201.8225662038,509903.4983117021,1094.7552490234375
606251.8906375,509903.4983117021,1094.2239990234375
606301.9587087963,509903.4983117021,1093.62158203125
606352.0267800926,509903.4983117021,1091.9925537109375
606402.094851389,509903.4983117021,1090.4415283203125
606452.1629226853,509903.4983117021,1089.1055908203125
606502.2309939815,509903.4983117021,1087.678955078125
606552.2990652778,509903.4983117021,1086.322021484375
606602.3671365741,509903.4983117021,1084.3843994140625
606652.4352078704,509903.4983117021,1081.6243896484375
606702.5032791668,509903.4983117021,1079.8255615234375
606752.571350463,509903.4983117021,1079.306396484375
606802.6394217593,509903.4983117021,1078.748046875
606852.7074930556,509903.4983117021,1078.113037109375
606902.7755643519,509903.4983117021,1077.978515625
606952.8436356481,509903.4983117021,1076.4556884765625
607002.9117069445,509903.4983117021,1074.7083740234375
607052.9797782408,509903.4983117021,1073.552734375
607103.0478495371,509903.4983117021,1072.4388427734375
607153.1159208333,509903.4983117021,1071.5006103515625
607203.1839921296,509903.4983117021,1070.3292236328125
607253.252063426,509903.4983117021,1068.79443359375
607303.3201347223,509903.4983117021,1066.518798828125
607353.3882060186,509903.4983117021,1064.61181640625
607403.4562773148,509903.4983117021,1062.7222900390625
607453.5243486111,509903.4983117021,1061.2431640625
607503.5924199075,509903.4983117021,1058.890869140625
607553.6604912038,509903.4983117021,1056.2567138671875
607603.7285625001,509903.4983117021,1055.032958984375
607653.7966337963,509903.4983117021,1053.9581298828125
607703.8647050926,509903.4983117021,1053.74658203125
607753.932776389,509903.4983117021,1054.241455078125
607804.0008476853,509903.4983117021,1053.8336181640625
607854.0689189815,509903.4983117021,1053.11669921875
607904.1369902778,509903.4983117021,1051.2974853515625
607954.2050615741,509903.4983117021,1047.672119140625
608004.2731328704,509903.4983117021,1043.9869384765625
608054.3412041666,509903.4983117021,1040.6138916015625
608104.409275463,509903.4983117021,1037.3848876953125
608154.4773467593,509903.4983117021,1034.6680908203125
608204.5454180556,509903.4983117021,1033.521728515625
608254.6134893519,509903.4983117021,1032.3673095703125
608304.6815606481,509903.4983117021,1029.697509765625
608354.7496319445,509903.4983117021,1027.9827880859375
608404.8177032408,509903.4983117021,1027.50830078125
608454.8857745371,509903.4983117021,1026.5096435546875
608504.9538458334,509903.4983117021,1023.8468017578125
608555.0219171296,509903.4983117021,1022.9702758789062
608605.089988426,509903.4983117021,1024.4781494140625
608655.1580597223,509903.4983117021,1026.287109375
608705.2261310186,509903.4983117021,1024.968505859375
