@xmlns,identifier,sender,sent,status,msgType,scope,info
urn:oasis:names:tc:emergency:cap:1.2,is-IMO-2d95caf6-bb6c-45c6-a730-bc98c1a98d36,IMO-Icelandic_Met_Office,2022-02-18T09:46:37-00:00,Actual,Alert,Public,"[{'language': 'is-IS', 'category': 'Met', 'event': 'Veðurviðvörun: Vindur', 'responseType': 'None', 'urgency': 'Unknown', 'severity': 'Moderate', 'certainty': 'Likely', 'eventCode': {'valueName': 'alertType', 'value': 'Wind'}, 'onset': '2022-02-19T13:00:00-00:00', 'expires': '2022-02-19T20:00:00-00:00', 'senderName': 'IMO - Meteorologist on duty', 'headline': 'Austan hvassviðri eða stormur', 'description': 'Austan 13-18 m/s og skafrenningur, en 18-25 og snjókoma syðst. Búast má við lélegu skyggni og erfiðum akstursskilyrðum', 'web': 'http://www.vedur.is/#spasvaedi=su', 'contact': 'None', 'parameter': {'valueName': 'Color', 'value': 'Yellow'}, 'resource': {'resourceDesc': 'Icon: Vindur', 'mimeType': 'image/png', 'size': '17296', 'uri': 'https://cdn.vedur.is/cap/v1/icons/yellow_wind.png', 'digest': '1c8015126336af265ec36ef202e91611f9cfd7a7'}, 'area': {'areaDesc': 'Suðurland', 'polygon': '63.8,-22.8 64.39,-20.61 64.37,-20.18 64.21,-19.72 64,-19.74 63.88,-19.56 63.55,-19.43 63.53,-19.1 63.38,-19.1 63.37,-20.34 63.75,-20.96 63.8,-22.8', 'geocode': {'valueName': 'Spásvæði', 'value': 'Suðurland'}}}, {'language': 'en-US', 'category': 'Met', 'event': 'Weather Warning: Wind', 'responseType': 'None', 'urgency': 'Unknown', 'severity': 'Moderate', 'certainty': 'Likely', 'eventCode': {'valueName': 'alertType', 'value': 'Wind'}, 'onset': '2022-02-19T13:00:00-00:00', 'expires': '2022-02-19T20:00:00-00:00', 'senderName': 'IMO - Meteorologist on duty', 'headline': 'East gale or severe gale', 'description': 'East 13-18 m/s and blowing snow, but 18-25 m/s and snow in the southernmost part. Poor visibility and difficult driving conditions.', 'web': 'http://en.vedur.is/#forec_area=su', 'contact': 'None', 'parameter': {'valueName': 'Color', 'value': 'Yellow'}, 'resource': {'resourceDesc': 'Icon: Wind', 'mimeType': 'image/png', 'size': '17296', 'uri': 'https://cdn.vedur.is/cap/v1/icons/yellow_wind.png', 'digest': '1c8015126336af265ec36ef202e91611f9cfd7a7'}, 'area': {'areaDesc': 'South Iceland', 'polygon': '63.8,-22.8 64.39,-20.61 64.37,-20.18 64.21,-19.72 64,-19.74 63.88,-19.56 63.55,-19.43 63.53,-19.1 63.38,-19.1 63.37,-20.34 63.75,-20.96 63.8,-22.8', 'geocode': {'valueName': 'Forecast Region', 'value': 'South Iceland'}}}]"
